English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
MAKKARI/MIKE KHARY/I,马卡里/迈克·卡里/我,女,正派,神力,永恒族成员，拥有超光速移动能力，能通过振动分子穿越物体，感知时间流异常。,是,1,永恒族,阿贾克,4,孤傲,MAKKARI/MIKE KHARY/I,0.0466022443890274,0.0016073209474939,5,0.7639334695068574,0.2976588628762542
PALADIN/PAUL DENNIS,圣骑士/保罗·丹尼斯,男,中立,科技,穿戴高科技动力装甲，具备超级力量、飞行能力和能量武器，精通战术与格斗技巧。,否,0,雇佣兵/独立行动者,无固定导师,4,孤傲/雇佣兵风格,PALADIN/PAUL DENNIS,0.0466022443890274,0.0010170568006829,0,0.6899957352247985,0.026755852842809364
DRAX/ARTHUR DOUGLAS,德拉克斯/亚瑟·道格拉斯,男,正派,变异,超强力量、耐力、飞行能力，对灭霸有强烈复仇执念，身体经过改造增强。,是,5,银河护卫队,星爵,4,直率鲁莽,DRAX/ARTHUR DOUGLAS,0.0466022443890274,0.000694337910929,14,0.6319723462997464,0.3612040133779264
"TILBY, TRISH/PATRICI",帕特里夏·“翠西”·蒂尔比,女,正派,科技,作为神盾局特工，她精通情报分析、战术规划和格斗技巧，主要依靠高科技装备和特工训练执行任务。,否,0,神盾局,菲尔·科尔森,3,团队协作,"TILBY, TRISH/PATRICI",0.0464463840399002,0.0018674312497226,4,0.74067294872664,0.3523489932885906
WARLOCK II/ADAM WARL,术士亚当/亚当·沃洛克,非人类,正派,宇宙能量,拥有宇宙能量操控能力，可飞行、能量投射、物质重组、超强再生，并能感知宇宙平衡。,是,1,银河护卫队,至高进化,8,孤傲,WARLOCK II/ADAM WARL,0.0464463840399002,0.0005693516633299,14,0.6370641538426773,0.36577181208053694
PYRO/ALLERDYCE JOHNN,火人/约翰·阿勒代斯,男,反派,变异,能够通过意念控制火焰，但不能自行产生火焰，需借助外部火源。,否,0,变种人兄弟会,万磁王,6,叛逆激进,PYRO/ALLERDYCE JOHNN,0.046290523690773,0.0008464115354983,4,0.732937482937483,0.1447811447811448
MOLE MAN/HARVEY RUPE,鼹鼠人/哈维·鲁普,男,反派,变异,拥有超强力量、耐久力，能控制地下的巨型生物和怪物，擅长地下作战。,否,0,无固定阵营,无,4,孤僻,MOLE MAN/HARVEY RUPE,0.0459788029925187,0.0018586916518399,14,0.6842384411391675,0.20677966101694914
FIXER II/PAUL NORBER,修复者二世/保罗·诺伯,男,反派,科技,精通电子工程和机械技术，擅长制造和操控高科技武器、设备及机器人，无超自然能力。,否,0,雷霆特工队,泽莫男爵,6,孤傲,FIXER II/PAUL NORBER,0.0459788029925187,0.0014228085370294,0,0.7747722817940735,0.18983050847457628
GHOST RIDER III/DAN,恶灵骑士III/丹尼尔·凯奇,男,正派,魔法,被复仇之灵扎坦诺斯附体，可召唤地狱火摩托车，使用审判之眼和锁链攻击，拥有超强再生能力。,否,0,午夜之子,强尼·布雷泽,7,孤傲,GHOST RIDER III/DAN,0.0458229426433915,0.0089758210259369,8,0.8303731048733487,0.2857142857142857
SPIDER-WOMAN/JESSICA,蜘蛛女侠/杰西卡·德鲁,女,正派,变异,拥有蜘蛛感应、超强力量与敏捷、攀爬墙壁、生物电击、飞行能力（通过滑翔翼）等。,否,0,复仇者联盟,尼克·弗瑞,4,双重间谍,SPIDER-WOMAN/JESSICA,0.0455112219451371,0.0024255535425261,14,0.6846490608671092,0.4417808219178082
HELA [ASGARDIAN],海拉,女,反派,神力,阿斯加德死亡女神，拥有强大的神力，能召唤亡灵军团，操控阿斯加德能量，近乎不朽。,是,1,无,奥丁,9,孤傲,HELA [ASGARDIAN],0.0453553615960099,0.0011554059785258,5,0.7053205356084844,0.14776632302405499
"PAGE, KAREN",凯伦·佩吉,女,正派,格斗,无超能力，但具备出色的法律知识、调查能力和格斗技巧，作为夜魔侠的盟友和恋人提供关键支持。,是,0,夜魔侠盟友,马特·默多克（夜魔侠）,3,坚韧独立,"PAGE, KAREN",0.0448877805486284,0.0028408067641909,18,0.8199767711962834,0.22569444444444445
JOLT/HALLIE TAKAHAMA,电击/哈利·高滨,女,正派,变异,能产生和操控强大的电流与电磁场，用于攻击、防御和飞行。,否,0,雷霆特工队,泽莫男爵,3,团队合作者,JOLT/HALLIE TAKAHAMA,0.0444201995012468,0.0010943894623216,0,0.785124783790462,0.18596491228070175
STINGRAY/DR. WALTER,黄貂鱼/沃尔特·纽厄尔博士,男,正派,科技,通过特制潜水服获得水下高速移动、能量冲击波发射、深海压力抵抗和增强力量的能力。,否,0,复仇者联盟,托尼·斯塔克（钢铁侠）,3,团队合作者,STINGRAY/DR. WALTER,0.0441084788029925,0.0009110244865699,14,0.6112572989499536,0.4452296819787986
"O'BRIEN, MICHAEL",迈克尔·奥布莱恩,男,正派,科技,作为神盾局特工，精通高科技装备使用、战术指挥和情报分析，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"O'BRIEN, MICHAEL",0.0439526184538653,0.0005472923317305,0,0.6432195048080563,0.4574468085106383
MS. MARVEL II/SHARON,惊奇女士II/莎伦·卡特,女,正派,科技,经过超级士兵血清强化，拥有超越常人的力量、速度、耐力和反应能力，精通多种格斗技巧和武器使用。,是,3,神盾局,佩吉·卡特,4,忠诚干练,MS. MARVEL II/SHARON,0.0437967581047381,0.0003785915155658,14,0.6783934926283681,0.3736654804270463
JUGGERNAUT/CAIN MARK,红坦克/凯恩·马可,男,反派,神力,通过魔法宝石获得近乎无敌的力量和防御，能持续冲锋无法被阻挡，但精神易受攻击。,否,0,X战警反派,无,8,孤傲,JUGGERNAUT/CAIN MARK,0.0437967581047381,0.0028581878245977,4,0.7308337569903407,0.19572953736654805
BLACK KING/SEBASTIAN,黑王/塞巴斯蒂安·肖,男,反派,变异,能够吸收任何形式的能量（包括动能、热能、辐射等）并转化为自身力量，增强体能或释放攻击。,是,1,地狱火俱乐部,无明确核心导师,8,野心家/操控者,BLACK KING/SEBASTIAN,0.0437967581047381,0.0024868469553075,4,0.7402389425521099,0.12811387900355872
ELECTRO/MAX DILLON,电光人/麦克斯·狄龙,男,反派,变异,能够吸收和操控电能，身体可转化为电流形态，释放高压电击，飞行能力。,否,2,邪恶六人组,绿魔,7,孤傲,ELECTRO/MAX DILLON,0.0436408977556109,0.0010139115092884,18,0.7191500256016385,0.22857142857142856
VANGUARD/NICOLAI KRY,先锋/尼古拉·克里,男,反派,科技,通过外骨骼装甲获得飞行、能量护盾、能量冲击波等能力，装甲提供超强防御和力量增强。,否,0,苏联超级士兵计划,无明确导师,6,孤傲,VANGUARD/NICOLAI KRY,0.0436408977556109,0.000382977453585,0,0.5807731694828469,0.17857142857142858
"BRIDGE, GEORGE WASHI",乔治·华盛顿·布里奇,男,正派,科技,神盾局特工，精通战术指挥和格斗，装备高科技武器和装甲，无超能力。,否,0,神盾局,尼克·弗瑞,3,忠诚/战术专家,"BRIDGE, GEORGE WASHI",0.0436408977556109,0.002777497853764,0,0.8275217613927291,0.24285714285714285
RAGE/ELVIN DARYL HAL,狂怒/埃尔文·达里尔·哈尔,男,正派,变异,通过实验获得超强力量、耐力、速度和再生能力，但情绪激动时能力会失控增强。,否,0,新勇士,夜鸫,5,情绪化/团队合作,RAGE/ELVIN DARYL HAL,0.0434850374064837,0.0016997730883397,6,0.7290167865707434,0.36917562724014336
DEATH,死亡,非人类,中立,神力,作为宇宙抽象实体，代表死亡概念本身，拥有不朽、操控生死、影响现实、与永恒等实体互动等能力。,否,0,宇宙抽象实体,无,10,神秘莫测,DEATH,0.0434850374064837,0.0008990439829933,14,0.605322193857817,0.053763440860215055
SHANNA/SHANNA O'HARA,莎娜/莎娜·奥哈拉,女,正派,变异,拥有超人的力量、速度、敏捷性和耐力，能与动物沟通，尤其擅长与大型猫科动物交流。,否,0,X战警,X教授,3,团队核心,SHANNA/SHANNA O'HARA,0.0433291770573566,0.0018781176344157,14,0.6645975638261954,0.4316546762589928
WARLOCK III,术士三世,非人类,正派,宇宙能量,来自外星的共生体，可变形、飞行、能量投射，能与宿主融合增强能力。,否,0,新勇士,术士,3,团队核心,WARLOCK III,0.0433291770573566,0.0007181172089138,4,0.6691686362101654,0.37410071942446044
AVALANCHE/DOMINIC PE,雪崩/多米尼克·佩特罗斯,男,反派,变异,能够制造和控制地震波，通过地面传导引发震动、裂缝和雪崩效果。,否,0,变种人兄弟会,万磁王,6,激进追随者,AVALANCHE/DOMINIC PE,0.0430174563591022,0.0006643848221435,4,0.7215546772068511,0.15942028985507245
"WATSON, ANNA",安娜·沃森,女,正派,格斗,无超能力，但具备优秀的格斗技巧和情报分析能力，是神盾局资深特工。,否,0,神盾局,尼克·弗瑞,2,沉稳可靠,"WATSON, ANNA",0.0430174563591022,0.0026150858222011,18,0.8276943346508564,0.16304347826086957
HELLSTORM/DAIMON HEL,地狱风暴/戴蒙·赫尔,男,中立,魔法,地狱领主之子，能操控地狱火焰、进行灵魂攻击、召唤恶魔，并拥有强大的魔法抗性和格斗技巧。,否,0,午夜之子,撒旦尼什,7,孤傲,HELLSTORM/DAIMON HEL,0.042861596009975,0.0066611064066886,14,0.6755673523556736,0.03636363636363636
ABSORBING MAN/CARL C,吸收人/卡尔·克里尔,男,反派,魔法,通过接触吸收任何物质的物理特性，使身体变成该物质并获得相应强度与能力。,是,约2部,无固定核心阵营，常为雇佣反派或独立行动,洛基,7,暴躁易怒/雇佣兵心态,ABSORBING MAN/CARL C,0.0427057356608478,0.0009848536247129,5,0.7163444827678405,0.21532846715328466
CLOAK/TYRONE JOHNSON,斗篷/泰隆·约翰逊,男,正派,变异,拥有暗影维度入口，可传送他人、吸收能量与生命，并利用暗影进行隐形与攻击。,否,0,新勇士,无,6,孤傲/依赖搭档,CLOAK/TYRONE JOHNSON,0.0427057356608478,0.0023965700302142,6,0.7336702227213177,0.38321167883211676
SABRETOOTH/VICTOR CR,剑齿虎/维克多·克里德,男,反派,变异,拥有超强自愈能力、动物般敏锐感官、利爪和尖牙，以及远超常人的力量、速度和耐力。,否,0,X战警相关反派/兄弟会,无明确核心导师,8,狂暴/孤傲/复仇者,SABRETOOTH/VICTOR CR,0.0423940149625935,0.0011992422898875,4,0.7492674191447797,0.16911764705882354
REDWING,红翼,非人类,正派,科技,由猎鹰操控的无人机，具备侦察、追踪、攻击功能，可远程控制，是猎鹰的重要辅助装备。,是,约3部,复仇者联盟,猎鹰,2,辅助工具,REDWING,0.0419264339152119,0.0004789942757834,0,0.6569660988736614,0.39776951672862454
GHOST RIDER II/JOHNN,恶灵骑士II/约翰尼·布雷泽,男,正派,魔法,被复仇之灵扎坦诺斯附身，拥有地狱火摩托车、锁链、审判之眼等超自然能力，可惩罚罪人。,是,2,午夜之子,卡特·斯莱德,7,孤傲,GHOST RIDER II/JOHNN,0.0419264339152119,0.0036551566931704,8,0.794817732896854,0.2936802973977695
KLAW/ULYSSES KLAW,克劳/尤利西斯·克劳,男,反派,科技,通过声波转换技术，能将身体转化为声波形态，操控声波进行攻击、防御和移动，并拥有声波武器。,是,2,无固定阵营，常作为独立反派或与瓦坎达敌对势力合作,无,7,贪婪/孤傲/技术狂人,KLAW/ULYSSES KLAW,0.0416147132169576,0.0008131995465882,0,0.6961223282926416,0.25842696629213485
"GRANT, GLORIA GLORY",格洛丽亚·格洛丽·格兰特,女,反派,变异,拥有超强力量和速度，能发射能量冲击波，身体可部分金属化增强防御。,否,0,邪恶大师,泽莫男爵,6,孤傲,"GRANT, GLORIA GLORY",0.0413029925187032,0.0022756966164053,18,0.8282447112635791,0.1169811320754717
MAGIK/ILLYANA RASPUT,秘客/伊利亚娜·拉斯普廷,女,正派,魔法,掌握黑魔法，能召唤恶魔、开启传送门、使用灵魂之剑，并能操控地狱边境的维度力量。,否,0,X战警,查尔斯·泽维尔,7,孤傲,MAGIK/ILLYANA RASPUT,0.041147132169576,0.0003266239766542,4,0.6568729116257633,0.3939393939393939
"KINCAID, DR. JANE FO",金凯德博士/简·福,女,正派,科技,天才级科学家，擅长生物科技与基因工程，无直接超能力但通过科技手段创造超人类或应对超自然威胁。,否,0,神盾局(S.H.I.E.L.D.),尼克·弗瑞,3,理性冷静/团队支持者,"KINCAID, DR. JANE FO",0.0408354114713216,0.001019455023959,5,0.7659033078880407,0.25190839694656486
GARGOYLE II/ISAAC CH,石像鬼二世/艾萨克·陈,男,反派,变异,通过基因改造获得超强力量、飞行能力及石化皮肤，能发射能量光束。,否,0,邪恶大师,贾斯汀·汉默,6,孤傲,GARGOYLE II/ISAAC CH,0.0408354114713216,0.0015069600200313,14,0.6086689479687637,0.16030534351145037
GEE/ALEX POWER,吉/亚历克斯·鲍尔,男,正派,宇宙能量,能够操控宇宙能量，包括飞行、能量投射、能量护盾和物质重组，能力随年龄增长而增强。,否,0,新勇士,理查德·鲍尔,4,团队核心,GEE/ALEX POWER,0.0406795511221945,0.0017663733850323,6,0.7748305334512231,0.2796934865900383
APOCALYPSE/EN SABAH,天启/恩·沙巴·努尔,非人类,反派,变异/宇宙能量,拥有超强自愈、分子操控、能量吸收、科技融合、不朽生命及通过科技强化变种人的能力。,否,1,天启四骑士,无,10,孤傲/独裁者,APOCALYPSE/EN SABAH,0.0406795511221945,0.0021924060371837,4,0.6921898025346301,0.1685823754789272
GREEN GOBLIN/NORMAN,绿魔/诺曼·奥斯本,男,反派,科技,通过服用“绿魔血清”获得超人类力量、速度、耐力和敏捷性，并驾驶高科技滑翔翼和投掷南瓜炸弹。,是,3,无核心阵营（主要作为蜘蛛侠的宿敌）,无,8,双重人格/疯狂偏执,GREEN GOBLIN/NORMAN,0.0406795511221945,0.0023608894654124,18,0.8082522841143531,0.11494252873563218
"DE LA FONTAINE, CONT",孔特·德拉方丹,男,反派,格斗,精通多种格斗技巧，擅长使用冷兵器，无超能力但战斗力极强。,否,0,九头蛇,红骷髅,4,忠诚执行者,"DE LA FONTAINE, CONT",0.0405236907730673,0.0008184343008544,0,0.7348678348678348,0.1346153846153846
"HOGAN, VIRGINIA PEPP",霍根，弗吉尼亚·佩普,女,正派,格斗,无超能力，但具备出色的格斗技巧和军事训练，作为神盾局特工执行任务。,否,0,神盾局,尼克·弗瑞,3,忠诚可靠,"HOGAN, VIRGINIA PEPP",0.0403678304239401,0.0011268820794468,0,0.8076082727245518,0.22393822393822393
LYJA LAZERFIST [SKRU,莱贾·激光拳[斯克鲁],女,反派,变异,斯克鲁人，拥有变形能力，可完美模仿他人外貌和记忆，并具备超人的力量、速度和耐力。,否,0,斯克鲁帝国,无明确核心导师,6,双重间谍,LYJA LAZERFIST [SKRU,0.0400561097256857,0.0004137659419409,5,0.6587731031128405,0.16731517509727625
"CARTER, SHARON",莎伦·卡特,女,正派,格斗,神盾局特工，精通格斗、枪械和战术，无超能力，但训练有素。,是,3,神盾局,佩吉·卡特,3,双重间谍,"CARTER, SHARON",0.0400561097256857,0.0017423212211699,0,0.7983037451361867,0.22568093385214008
X-MAN/NATHAN GREY,X人/内森·格雷,男,正派,变异,拥有强大的心灵感应、念动力、能量操控、预知未来、跨维度感知及现实扭曲等欧米伽级变种人能力。,否,0,X战警,镭射眼,9,孤傲,X-MAN/NATHAN GREY,0.0400561097256857,0.0112649978878339,4,0.7537086575875487,0.3463035019455253
HEIMDALL [ASGARDIAN],海姆达尔,男,正派,神力,拥有超强感官，能看穿九界万物，守护彩虹桥，具备强大的战斗能力和阿斯加德神力。,是,4,阿斯加德,奥丁,3,忠诚守护者,HEIMDALL [ASGARDIAN],0.0399002493765586,0.0008386829653033,5,0.7430453431372549,0.25
MACHINE MAN/X-51,机器侠/X-51,非人类,正派,科技,拥有超强力量、飞行能力、能量发射、身体变形、超强计算与学习能力，以及近乎不死的机械身体。,否,0,复仇者联盟,亚伯拉罕·扎尔科夫,4,孤傲,MACHINE MAN/X-51,0.0399002493765586,0.0009434495551626,14,0.5704963235294118,0.47265625
RED SKULL/JOHANN SCH,红骷髅/约翰·施密特,男,反派,科技,通过超级士兵血清获得增强的体能、智力和寿命，精通战略、格斗和武器使用，拥有宇宙魔方（空间宝石）的部分知识。,是,3,九头蛇,阿道夫·希特勒（历史关联）,8,孤傲/极端领袖,RED SKULL/JOHANN SCH,0.0395885286783042,0.0013763553050849,0,0.7651489216021911,0.14173228346456693
IKARIS/IKE HARRIS [E,伊卡里斯/艾克·哈里斯,男,正派,神力,作为永恒族成员，拥有飞行、超强力量、能量投射、不朽寿命等天神赋予的神力。,是,1,永恒族,阿贾克,7,孤傲,IKARIS/IKE HARRIS [E,0.039432668329177,0.0006927371640319,5,0.6368969195056151,0.4189723320158103
CONSTRICTOR/FRANK PA,绞杀者/弗兰克·佩恩,男,反派,科技,使用高科技伸缩金属鞭作为武器，鞭子可延伸、缠绕、导电，增强其格斗能力。,否,0,雷霆特工队,无,5,雇佣兵/机会主义,CONSTRICTOR/FRANK PA,0.0392768079800498,0.000790405106867,0,0.729557958641624,0.20238095238095238
TITANIA II/MARY SKEE,女泰坦/玛丽·斯基,女,反派,变异,拥有超人的力量、耐力、速度和飞行能力，通过实验获得强化，是泰坦尼亚的克隆体。,否,0,邪恶大师,无,4,孤傲,TITANIA II/MARY SKEE,0.0392768079800498,0.0007805574933865,5,0.6948080693100613,0.23809523809523808
NIGHTHAWK II/KYLE RI,夜鹰二世/凯尔·里,男,正派,科技,使用高科技装备，包括飞行翼、夜视镜、格斗武器，具备出色的侦探和格斗技能。,否,0,捍卫者联盟,夜鹰一世,4,孤傲,NIGHTHAWK II/KYLE RI,0.0391209476309226,0.0004667893226164,14,0.6858964143426295,0.33067729083665337
"JAMESON, MARLA MADIS",玛拉·麦迪斯·詹姆森,女,反派,变异,拥有超人的力量、速度、耐力，能飞行，可从眼部发射能量光束，并具备快速自愈能力。,否,0,无固定核心阵营,无,7,孤傲,"JAMESON, MARLA MADIS",0.0389650872817955,0.0012873815330985,18,0.8091887550200803,0.132
"SUMMERS, MADELYNE MA",玛德琳·普赖尔·萨默斯,女,反派,魔法,拥有强大的魔法能力，包括能量投射、飞行、心灵感应和创造幻象，是戈布林女王的化身。,否,0,地狱火俱乐部,无,8,孤傲,"SUMMERS, MADELYNE MA",0.0389650872817955,0.0028538183960074,4,0.6989558232931727,0.14
WILD CHILD/KYLE GIBN,野孩子/凯尔·吉布尼,男,反派,变异,拥有狼人般的超强感官、再生能力、利爪和獠牙，以及野兽般的敏捷与力量。,否,0,X武器计划,威廉·史崔克,5,狂暴/服从,WILD CHILD/KYLE GIBN,0.0388092269326683,0.0006418276090725,14,0.636805285658764,0.0963855421686747
DAGGER/TANDY BOWEN,匕首/坦迪·鲍文,女,正派,魔法,能够从体内投射出纯净的光能匕首，可治愈他人、净化黑暗能量，并能与搭档斗篷的能量形成协同效应。,否,0,斗篷与匕首,无明确核心导师,3,团队核心,DAGGER/TANDY BOWEN,0.0388092269326683,0.0019508296793519,6,0.7278144837414173,0.39357429718875503
SILHOUETTE,剪影,女,正派,科技,通过特殊服装获得隐形能力，精通潜行、侦察和格斗技巧，擅长情报收集和秘密行动。,否,0,神盾局,尼克·弗瑞,3,低调隐秘,SILHOUETTE,0.0386533665835411,0.0008168888296859,6,0.6536176048060598,0.3548387096774194
CAPTAIN MARVEL/CAPTA,惊奇队长/卡罗尔·丹弗斯,女,正派,宇宙能量,拥有宇宙能量吸收与释放能力，可飞行、超强力量、能量冲击波发射，并能承受极端环境。,是,2,复仇者联盟,玛·维尔,8,团队核心,CAPTAIN MARVEL/CAPTA,0.0381857855361596,0.0007876473961946,14,0.658882569421211,0.363265306122449
CLEA,克莉,女,正派,魔法,精通白魔法、维度旅行、能量操控，是强大的魔法师，能召唤能量实体和进行跨维度传送。,否,0,至尊法师/奇异博士盟友,奇异博士,4,忠诚/坚韧/双重身份,CLEA,0.0380299251870324,0.002339920475121,14,0.7705255346421103,0.3073770491803279
SNOWBIRD/NARYA/ANNE,雪鸟/娜莉亚/安妮,女,正派,神力,拥有因纽特神话中神灵赋予的变形能力，可变为多种加拿大本土动物形态，并具备相应的超自然力量。,否,0,阿尔法战队,无明确核心导师,3,孤傲,SNOWBIRD/NARYA/ANNE,0.0378740648379052,0.0006025629187658,14,0.5541951501547462,0.5061728395061729
WIZARD/BENTLEY WITTM,巫师/本特利·威特姆,男,反派,科技,天才发明家，擅长制造高科技武器和装备，特别是能操控重力的装置，是险恶六人组的创始成员。,否,0,险恶六人组,无,6,孤傲,WIZARD/BENTLEY WITTM,0.0378740648379052,0.0004297649967023,18,0.6375880012243649,0.2674897119341564
TURBO II (A)/MICHIKO,涡轮二代/美智子,女,正派,科技,穿戴高科技涡轮装甲，赋予超高速移动、飞行、能量冲击和增强力量与耐力。,否,0,复仇者联盟,钢铁侠,3,团队核心,TURBO II (A)/MICHIKO,0.0378740648379052,0.0018265976245383,6,0.7672006257864844,0.2716049382716049
"OSBORN, HARRY",哈利·奥斯本,男,反派,科技,使用绿魔装备（飞行滑板、南瓜炸弹、强化药剂）获得超强体能、飞行能力和战斗技巧。,否,0,无固定阵营,诺曼·奥斯本,6,双重身份,"OSBORN, HARRY",0.037718204488778,0.0012553588301011,18,0.7557011076437707,0.13636363636363635
ZABU,扎布,非人类,中立,变异,拥有远超普通剑齿虎的体型、力量、速度、敏捷性和感官，以及锋利的爪牙，是史前顶级掠食者。,否,0,野蛮之地,凯拉（Ka-Zar的妻子）,6,忠诚伙伴,ZABU,0.0375623441396508,0.0008691420830093,4,0.7131742738589212,0.029045643153526972
MARROW/SARAH,骨髓/莎拉,女,正派,变异,变种人，能控制自身骨骼生长，将其作为武器或防御工具，并具备快速愈合能力。,否,0,X战警,X教授,4,孤傲,MARROW/SARAH,0.0375623441396508,0.0007503913145973,4,0.7012793914246196,0.3775933609958506
"ROM, SPACEKNIGHT",太空骑士ROM,非人类,正派,科技,来自赛博特朗星球的改造人，配备能量转换器、分析仪、中性化枪等高科技武器，能飞行并免疫多种攻击。,否,0,太空骑士,无,3,孤傲,"ROM, SPACEKNIGHT",0.0374064837905236,0.0064993705787348,14,0.6591352859135287,0.4166666666666667
BETA RAY BILL,贝塔·雷·比尔,非人类,正派,神力,拥有雷神之力，能挥舞雷神之锤风暴锤，具备超强力量、耐力、飞行能力和能量操控。,否,0,银河护卫队/阿斯加德,奥丁,7,孤傲,BETA RAY BILL,0.0369389027431421,0.0014113798118413,5,0.7032110419795465,0.3206751054852321
SUPREME INTELLIGENCE,至高智慧,非人类,反派,科技,由克里帝国最杰出大脑组成的超级人工智能，拥有无限知识和计算能力，能控制克里帝国军事、科技和政治系统。,是,2,克里帝国,无,9,绝对权威,SUPREME INTELLIGENCE,0.0369389027431421,0.0007157435898077,9,0.6494672101837946,0.12658227848101267
TOAD/MORTIMER TOYNBE,蛤蟆/莫蒂默·托因比,男,反派,变异,拥有超强弹跳力、粘性长舌、分泌毒液、攀爬墙壁能力，身体柔韧性强。,否,0,变种人兄弟会,万磁王,4,追随者,TOAD/MORTIMER TOYNBE,0.0369389027431421,0.0005208115331849,4,0.6984195094042767,0.16033755274261605
DIAMONDBACK II/RACHE,钻石背二代/瑞秋,女,反派,科技,使用高科技武器，如可发射钻石形飞镖的护腕、能量护盾和增强体能的外骨骼装甲。,否,0,九头蛇,无,5,双重间谍,DIAMONDBACK II/RACHE,0.0367830423940149,0.0004037826568076,0,0.7471691309051569,0.17372881355932204
BEYONDER,超越者,非人类,中立,宇宙能量,拥有近乎无限的全能宇宙力量，能随意创造、修改现实，是多元宇宙的观察者和实验者。,否,0,无固定阵营,无,10,孤傲,BEYONDER,0.0366271820448877,0.0003429372481373,14,0.6476813966175669,0.05531914893617021
COBRA/KLAUS VORHEES,眼镜蛇/克劳斯·沃赫斯,男,反派,变异,拥有蛇类特征，包括超强柔韧性、毒液分泌、红外线视觉和快速再生能力。,否,0,九头蛇,红骷髅,6,孤傲,COBRA/KLAUS VORHEES,0.0364713216957605,0.0004973647787882,0,0.7026154579802648,0.21794871794871795
BOOMERANG/FRED MYERS,回旋镖/弗雷德·迈尔斯,男,反派,科技,使用高科技回旋镖作为武器，精通投掷技巧，无超能力但装备精良。,否,0,邪恶六人组,无,4,自负狡猾,BOOMERANG/FRED MYERS,0.0364713216957605,0.0006248941212803,18,0.733758849638678,0.21794871794871795
HUSK/PAIGE GUTHRIE,外壳/佩奇·格思里,女,正派,变异,能够蜕去外层皮肤，蜕皮后获得不同超能力，如飞行、增强力量或能量投射等，每次蜕皮能力随机变化。,否,0,X战警,镭射眼,4,团队合作者,HUSK/PAIGE GUTHRIE,0.0364713216957605,0.0014558578882804,4,0.7650122886174389,0.2905982905982906
THENA,西娜,女,正派,神力,拥有永恒族的超级力量、速度、耐力、自愈能力，并能操控宇宙能量进行攻击和防御。,是,1,永恒族,阿贾克,4,团队核心,THENA,0.0363154613466334,0.000767707651764,5,0.7411573183365399,0.26609442060085836
"WING, COLLEEN",科琳·温,女,正派,格斗,精通多种武术，尤其擅长日本剑道和合气道，无超能力但格斗技巧顶尖。,是,1,捍卫者联盟,铁拳,3,坚韧独立,"WING, COLLEEN",0.0363154613466334,0.0016382099625699,2,0.7922154802427113,0.2918454935622318
CITIZEN V III/DALLAS,公民V三世/达拉斯,男,正派,格斗,精通格斗术、战术策略和武器使用，无超能力，依靠训练和装备执行任务。,否,0,雷霆特工队,赫尔穆特·泽莫男爵,4,团队核心,CITIZEN V III/DALLAS,0.0363154613466334,0.0008732841763523,0,0.7428592570667456,0.21030042918454936
DAYTRIPPER/AMANDA SE,日行者/阿曼达·塞,女,正派,魔法,能够通过魔法感知并穿越多元宇宙，在时间与空间中短暂跳跃，但能力不稳定且消耗巨大。,否,0,无固定阵营，常与奇异博士等魔法系英雄合作,奇异博士,3,神秘低调,DAYTRIPPER/AMANDA SE,0.0361596009975062,0.0004498394510187,4,0.7303702045081355,0.3275862068965517
DR. OCTOPUS/OTTO OCT,章鱼博士/奥托·奥克塔维斯,男,反派,科技,通过神经连接的机械触手，拥有超强力量、灵活性和远程操控能力，同时是天才核物理学家。,是,2,邪恶六人组,无,8,孤傲/偏执,DR. OCTOPUS/OTTO OCT,0.036003740648379,0.0027604639436149,18,0.7242612460003764,0.18181818181818182
CHARCOAL/CHARLIE BUR,木炭/查理·伯尔,男,反派,变异,身体可转化为高密度碳结构，具备超强防御力、力量及火焰抗性，并能发射碳碎片攻击。,否,0,无固定阵营,无,4,孤傲,CHARCOAL/CHARLIE BUR,0.036003740648379,0.0007726564135277,0,0.7345379258422737,0.1774891774891775
RICTOR/JULIO ESTEBAN,震荡/胡里奥·埃斯特班,男,正派,变异,能够通过双手释放强大的地震波，引发局部地震或破坏性冲击波，并能感知地壳运动。,否,0,X战警,X教授,4,团队合作者,RICTOR/JULIO ESTEBAN,0.0358478802992518,0.0004495316372347,4,0.6954243402316309,0.3130434782608696
VIPER II,毒蛇二世,女,反派,科技,精通武术和间谍技能，使用高科技装备如毒液注射器、能量鞭和伪装技术，无超自然能力。,否,0,九头蛇,无特定核心导师,4,孤傲,VIPER II,0.0355361596009975,0.0007117916293404,0,0.7161681737383105,0.14912280701754385
SABRA/RUTH BAT-SERAP,萨布拉/露丝·巴特-塞拉普,女,正派,变异,通过以色列超级士兵计划获得超人类力量、速度、耐力、敏捷性和快速愈合能力。,否,0,以色列情报机构（摩萨德），曾与X战警合作,无明确核心导师,4,孤傲,SABRA/RUTH BAT-SERAP,0.0353802992518703,0.0005537182899136,14,0.5300378152898522,0.5286343612334802
